WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,FORCE_2020_LITHOFACIES_LITHOLOGY,FORCE_2020_LITHOFACIES_CONFIDENCE
31/2-21 S,2006.9204,525328.0625,6759817.5,-1927.26416,SHETLAND GP.,Jorsalfare Fm.,8.6958303452,,5.3790411949,5.6143946648,2.5288381577,16.300020218,,0.1062384993,5.4657897949,70.030708313,,8.5,7.0313367844,131.03483582,,0.0764920712,,,8.8138370514,,70000,1.0
31/2-21 S,2007.0724,525328.0,6759817.5,-1927.395386,SHETLAND GP.,Jorsalfare Fm.,8.6758737564,,5.2381715775,5.5163211823,2.5246062279,14.588662148,,0.1049505547,5.1950392723,70.130882263,,8.5,7.7737393379,130.85505676,,0.0736217871,,,8.4996099472,,70000,1.0
31/2-21 S,2007.2244,525327.9375,6759817.5,-1927.526611,SHETLAND GP.,Jorsalfare Fm.,8.6552686691,,5.3031334877,5.4542775154,2.5321426392,14.689638138,,0.1018501446,5.0501089096,70.183006287,,8.5,7.9819250107,130.8026886,,0.0718889162,,,8.0441360474,,70000,1.0
31/2-21 S,2007.3764,525327.9375,6759817.5,-1927.657837,SHETLAND GP.,Jorsalfare Fm.,8.6254072189,,5.3435997963,5.412791729,2.532869339,15.783114433,,0.1005434096,5.1800088882,70.248016357,,8.5,8.1845645905,130.97904968,,0.0635574758,,,7.5634346008,,70000,1.0
31/2-21 S,2007.5284,525327.875,6759817.5,-1927.789063,SHETLAND GP.,Jorsalfare Fm.,8.5946445465,,5.3343153,5.4331793785,2.5346271992,15.044651031,,0.0976692736,5.2699980736,70.200904846,,8.5,8.2169151306,131.00389099,,0.0635031685,,,7.0830640793,,70000,1.0
31/2-21 S,2007.6804,525327.8125,6759817.5,-1927.920288,SHETLAND GP.,Jorsalfare Fm.,8.5655612946,,5.3295736313,5.4604849815,2.544090271,14.256028175,,0.0983869135,5.296875,70.592048645,,8.5,7.9385528564,130.84318542,,0.0683050752,,,6.6023659706,,70000,1.0
31/2-21 S,2007.8324,525327.75,6759817.5,-1928.051392,SHETLAND GP.,Jorsalfare Fm.,8.5205373764,,5.3143601418,5.4557547569,2.5499882698,13.036668777,,0.1013103127,5.1566710472,70.18561554,,8.5,7.7281508446,130.63842773,,0.069600001,,,6.1219916344,,70000,1.0
31/2-21 S,2007.9844,525327.6875,6759817.5,-1928.182739,SHETLAND GP.,Jorsalfare Fm.,8.5041952133,,5.3305773735,5.4685959816,2.546569109,13.119332314,,0.1019498035,5.1445307732,69.784111023,,8.5,7.4570217133,130.86816406,,0.0622405373,,,5.7264766693,,70000,1.0
31/2-21 S,2008.1364,525327.625,6759818.0,-1928.313843,SHETLAND GP.,Jorsalfare Fm.,8.5397071838,,5.3280992508,5.4708580971,2.5403120518,13.694759369,,0.1037702709,5.0546922684,70.187194824,,8.5,8.1012878418,131.44718933,,0.0559846386,,,5.8531985283,,70000,1.0
31/2-21 S,2008.2884,525327.5625,6759818.0,-1928.445068,SHETLAND GP.,Jorsalfare Fm.,8.5811805725,,5.3172197342,5.4528737068,2.5384018421,15.278983116,,0.1053693444,5.2102808952,70.330696106,,8.5,9.2135543823,131.6084137,,0.0563404299,,,6.1444268227,,70000,1.0
31/2-21 S,2008.4404,525327.5,6759818.0,-1928.576294,SHETLAND GP.,Jorsalfare Fm.,8.5861234665,,5.3108119965,5.4404892921,2.5385971069,15.277917862,,0.1069627628,5.2967152596,70.307640076,,8.5,9.563750267,131.60522461,,0.0592026785,,,6.4355349541,,70000,1.0
31/2-21 S,2008.5924,525327.4375,6759818.0,-1928.70752,SHETLAND GP.,Jorsalfare Fm.,8.5933580399,,5.287882328,5.4236893654,2.5381817818,15.699647903,,0.1075480729,5.1880693436,70.058570862,,8.5,10.216981888,131.28190613,,0.0613326058,,,6.7265014648,,70000,1.0
31/2-21 S,2008.7444,525327.375,6759818.0,-1928.838745,SHETLAND GP.,Jorsalfare Fm.,8.5969429016,,5.2425408363,5.387773037,2.539917469,14.823485374,,0.1061987728,5.0362272263,69.915924072,,8.5,9.9240150452,131.41053772,,0.0603250191,,,7.017727375,,70000,1.0
31/2-21 S,2008.8964,525327.3125,6759818.0,-1928.969971,SHETLAND GP.,Jorsalfare Fm.,8.5949687958,,5.2257189751,5.3588652611,2.5285456181,15.163829803,,0.106949538,4.9182853699,69.958786011,,8.5,10.859482765,131.44190979,,0.054507833,,,7.3087701797,,70000,1.0
31/2-21 S,2009.0484,525327.25,6759818.0,-1929.101196,SHETLAND GP.,Jorsalfare Fm.,8.5764074326,,5.2343111038,5.386739254,2.5233945847,17.202381134,,0.1060088575,4.8873639107,70.211868286,,8.5,12.325736046,131.53877258,,0.0531125255,,,8.7277183533,,70000,1.0
31/2-21 S,2009.2004,525327.1875,6759818.0,-1929.232422,SHETLAND GP.,Jorsalfare Fm.,8.5621652603,,5.223086834,5.3752198219,2.5244865417,15.56765461,,0.1079810113,4.8129963875,70.407012939,,8.5,16.21197319,131.66990662,,0.0535918847,,,11.350237846,,70000,1.0
31/2-21 S,2009.3524,525327.125,6759818.0,-1929.363647,SHETLAND GP.,Jorsalfare Fm.,8.5655508041,,5.209895134,5.3428945541,2.5299427509,13.72071743,,0.1088273153,4.8536319733,70.611427307,,8.5,25.519327164,132.04214478,,0.0560259819,,,14.266415596,,70000,1.0
31/2-21 S,2009.5044,525327.0625,6759818.0,-1929.494751,SHETLAND GP.,Jorsalfare Fm.,8.5734777451,,5.1692590714,5.3007774353,2.5343353748,13.058491707,,0.109089762,5.0232577324,70.916923523,,8.5,22.72587204,131.9835968,,0.057986591,,,17.180805206,,70000,1.0
31/2-21 S,2009.6564,525327.0,6759818.5,-1929.626099,SHETLAND GP.,Jorsalfare Fm.,8.5733633041,,5.143427372,5.2763385773,2.5342175961,15.55768013,,0.1081898138,5.1094255447,70.965278625,,8.5,15.856119156,131.61573792,,0.0581113733,,,20.096891403,,70000,1.0
31/2-21 S,2009.8084,525326.9375,6759818.5,-1929.757202,SHETLAND GP.,Jorsalfare Fm.,8.5756635666,,5.1206636429,5.2534637451,2.5340876579,16.568126678,,0.1080157235,5.0838880539,70.657234192,,8.5,13.569703102,131.23403931,,0.0582157224,,,23.011343002,,70000,1.0
31/2-21 S,2009.9604,525326.875,6759818.5,-1929.888428,SHETLAND GP.,Jorsalfare Fm.,8.5800514221,,5.1307616234,5.2305426598,2.5345580578,16.769891739,,0.1083148792,5.0317254066,70.653190613,,8.5,10.247375488,131.10835266,,0.0584432483,,,25.830856323,,70000,1.0
31/2-21 S,2010.1124,525326.8125,6759818.5,-1930.019653,SHETLAND GP.,Jorsalfare Fm.,8.5823707581,,5.1225395203,5.2130222321,2.5364844799,16.045497894,,0.1098275334,5.1712474823,70.975250244,,8.5,8.9604616165,131.14622498,,0.061283689,,,24.574508667,,70000,1.0
31/2-21 S,2010.2644,525326.75,6759818.5,-1930.150879,SHETLAND GP.,Jorsalfare Fm.,8.5921201706,,5.1143655777,5.2151880264,2.5435323715,14.620643616,,0.1112538129,5.1168045998,71.331047058,,8.5,10.360393524,131.34466553,,0.0643922314,,,21.716926575,,70000,1.0
31/2-21 S,2010.4164,525326.75,6759818.5,-1930.282104,SHETLAND GP.,Jorsalfare Fm.,8.601143837,,5.1175398827,5.2281050682,2.5439739227,14.97058773,,0.1113873944,5.2528595924,70.872688293,,8.5,11.002400398,130.93632507,,0.0635700226,,,18.859529495,,70000,1.0
31/2-21 S,2010.5684,525326.6875,6759818.5,-1930.41333,SHETLAND GP.,Jorsalfare Fm.,8.6009702682,,5.119623661,5.2481894493,2.5413346291,17.170114517,,0.1125005335,5.2583727837,70.501441956,,8.5,9.7654771805,130.6625824,,0.0634649545,,,16.004045486,,70000,1.0
31/2-21 S,2010.7204,525326.625,6759818.5,-1930.544556,SHETLAND GP.,Jorsalfare Fm.,8.5848073959,,5.12261343,5.2535338402,2.5372941494,14.735807419,,0.1153211445,5.1601548195,70.875793457,,8.5,9.0720129013,131.07371521,,0.0663728341,,,13.14642334,,70000,1.0
31/2-21 S,2010.8724,525326.5625,6759818.5,-1930.675781,SHETLAND GP.,Jorsalfare Fm.,8.5858287811,,5.1774873734,5.3020615578,2.5370914936,14.100255966,,0.1171410605,5.1399002075,72.038574219,,8.5,9.2659950256,131.15603638,,0.0657477975,,,10.290372849,,70000,1.0
31/2-21 S,2011.0244,525326.5,6759818.5,-1930.807007,SHETLAND GP.,Jorsalfare Fm.,8.5961904526,,5.2691597939,5.3699798584,2.5381584167,13.81610775,,0.1160340607,5.0558013916,71.452285767,,8.5,9.8396339417,130.75799561,,0.0601135343,,,8.4211091995,,70000,1.0
31/2-21 S,2011.1764,525326.4375,6759819.0,-1930.93811,SHETLAND GP.,Jorsalfare Fm.,8.5986042023,,5.3201150894,5.4096364975,2.5329048634,12.776008606,,0.1144957617,4.9698777199,70.755569458,,8.5,9.8419084549,130.52783203,,0.0565393083,,,8.1236953735,,70000,1.0
31/2-21 S,2011.3284,525326.375,6759819.0,-1931.069336,SHETLAND GP.,Jorsalfare Fm.,8.5987844467,,5.3800406456,5.4552316666,2.5352799892,11.948601723,,0.1153469607,5.1399359703,70.489433289,,8.5,9.4272546768,130.86338806,,0.0600565411,,,8.3236513138,,70000,1.0
31/2-21 S,2011.4804,525326.3125,6759819.0,-1931.200562,SHETLAND GP.,Jorsalfare Fm.,8.5934095383,,5.3733716011,5.4728736877,2.5359504223,13.584470749,,0.1167283058,5.0839881897,70.311927795,,8.5,10.062687874,131.15518188,,0.060795594,,,8.5234746933,,70000,1.0
31/2-21 S,2011.6324,525326.25,6759819.0,-1931.331787,SHETLAND GP.,Jorsalfare Fm.,8.5774259567,,5.3541126251,5.4613699913,2.5381186008,14.581880569,,0.1164125502,5.1477737427,70.383323669,,8.5,10.071562767,131.2711792,,0.0587876178,,,8.7233982086,,70000,1.0
31/2-21 S,2011.7844,525326.1875,6759819.0,-1931.463013,SHETLAND GP.,Jorsalfare Fm.,8.5750675201,,5.3437657356,5.4530916214,2.5416603088,15.559728622,,0.1163739711,5.2658205032,70.408981323,,8.5,10.167431831,131.24725342,,0.060839761,,,8.9232912064,,70000,1.0
31/2-21 S,2011.9364,525326.125,6759819.0,-1931.594238,SHETLAND GP.,Jorsalfare Fm.,8.5737304688,,5.339618206,5.4567112923,2.5439960957,15.866276741,,0.116158925,5.2039990425,70.36630249,,8.5,9.7978305817,131.17358398,,0.0598489493,,,9.1232452393,,70000,1.0
31/2-21 S,2012.0884,525326.0625,6759819.0,-1931.725464,SHETLAND GP.,Jorsalfare Fm.,8.5674066544,,5.3633589745,5.4780297279,2.5451436043,14.22533989,,0.1161359251,5.0935735703,70.048225403,,8.5,9.0106973648,130.96183777,,0.0588679612,,,9.1640205383,,70000,1.0
31/2-21 S,2012.2404,525326.0,6759819.0,-1931.856689,SHETLAND GP.,Jorsalfare Fm.,8.5529069901,,5.3780193329,5.4979057312,2.5438420773,12.687074661,,0.1141678914,4.9451341629,69.561813354,,8.5,8.6288814545,130.60974121,,0.0585613176,,,9.1129417419,,70000,1.0
31/2-21 S,2012.3924,525325.9375,6759819.0,-1931.987915,SHETLAND GP.,Jorsalfare Fm.,8.5434579849,,5.3547081947,5.5018854141,2.5316998959,14.375151634,,0.1140094846,4.9779624939,69.391075134,,8.5,9.2130689621,130.42555237,,0.0522613935,,,9.0534706116,,70000,1.0
31/2-21 S,2012.5444,525325.875,6759819.0,-1932.119141,SHETLAND GP.,Jorsalfare Fm.,8.5281915665,,5.3367857933,5.5010309219,2.5324501991,17.017906189,,0.113862358,5.0209031105,69.621040344,,8.5,9.1614723206,130.4650116,,0.0509129316,,,8.9941082001,,70000,1.0
31/2-21 S,2012.6964,525325.8125,6759819.0,-1932.250244,SHETLAND GP.,Jorsalfare Fm.,8.5233402252,,5.3395218849,5.5071911812,2.5298111439,15.809428215,,0.1125291809,4.9399819374,69.770606995,,8.5,9.2401418686,130.80909729,,0.0460781939,,,8.9346837997,,70000,1.0
31/2-21 S,2012.8484,525325.75,6759819.5,-1932.38147,SHETLAND GP.,Jorsalfare Fm.,8.5403356552,,5.3595018387,5.5116333961,2.5275335312,13.950303078,,0.1120000035,5.0096330643,69.772529602,,8.5,9.9630804062,131.14949036,,0.0477004908,,,8.8752536774,,70000,1.0
31/2-21 S,2013.0004,525325.6875,6759819.5,-1932.512695,SHETLAND GP.,Jorsalfare Fm.,8.538772583,,5.3629875183,5.4967637062,2.5281984806,15.409502029,,0.1135270894,5.0966396332,69.934738159,,8.5,10.103028297,131.41981506,,0.0534853451,,,8.8355321884,,70000,1.0
31/2-21 S,2013.1524,525325.625,6759819.5,-1932.643921,SHETLAND GP.,Jorsalfare Fm.,8.5270872116,,5.3158202171,5.4679989815,2.5313103199,17.336717606,,0.1150275692,5.0742068291,70.221542358,,8.5,9.1249294281,131.43405151,,0.0555645712,,,8.8440914154,,70000,1.0
31/2-21 S,2013.3044,525325.5625,6759819.5,-1932.775146,SHETLAND GP.,Jorsalfare Fm.,8.5249824524,,5.3070950508,5.4812746048,2.5355005264,16.916435242,,0.1148072258,4.9789023399,70.298019409,,8.5,8.3304328918,130.94795227,,0.0539875291,,,8.8721237183,,70000,1.0
31/2-21 S,2013.4564,525325.5625,6759819.5,-1932.906372,SHETLAND GP.,Jorsalfare Fm.,8.5199260712,,5.3619027138,5.5180416107,2.5399181843,15.013664246,,0.1148280576,5.0451803207,70.144844055,,8.5,8.3684864044,130.74703979,,0.0521158315,,,8.900144577,,70000,1.0
31/2-21 S,2013.6084,525325.5,6759819.5,-1933.037598,SHETLAND GP.,Jorsalfare Fm.,8.5152664185,,5.3475346565,5.5067572594,2.5456812382,15.10133934,,0.1157839969,5.166015625,69.946655273,,8.5,9.1581296921,130.47138977,,0.0542786643,,,8.9281759262,,70000,1.0
31/2-21 S,2013.7604,525325.4375,6759819.5,-1933.168823,SHETLAND GP.,Jorsalfare Fm.,8.5189561844,,5.3537731171,5.5111808777,2.5443856716,14.749103546,,0.1162,5.0805754662,69.654342651,,8.5,9.6385154724,130.23417664,,0.0515348874,,,8.956196785,,70000,1.0
31/2-21 S,2013.9124,525325.375,6759819.5,-1933.300049,SHETLAND GP.,Jorsalfare Fm.,8.5194559097,,5.3398518562,5.509059906,2.5374453068,15.154485703,,0.1165240109,4.8340592384,69.390983582,,8.5,8.8578329086,130.16880798,,0.0481335595,,,8.9842939377,,70000,1.0
31/2-21 S,2014.0644,525325.3125,6759819.5,-1933.431274,SHETLAND GP.,Jorsalfare Fm.,8.5109767914,,5.3575134277,5.5108394623,2.538056612,15.955225945,,0.117603682,4.8710842133,69.565086365,,8.5,8.8293361664,129.92286682,,0.0513729081,,,8.992972374,,70000,1.0
