WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,FORCE_2020_LITHOFACIES_LITHOLOGY,FORCE_2020_LITHOFACIES_CONFIDENCE
16/7-6,1113.3663999,443865.8125,6458302.5,-1088.34436,HORDALAND GP.,Utsira Fm.,12.080956459,1.3179609776,1.3837412596,1.4426605701,1.6867927313,108.50087738,,0.634909153,57.11410141,133.28616333,-170.1871033,17.5,46.935249329,,-5.419043064,-1.16134274,,,,,65000,2.0
16/7-6,1113.5183999,443865.8125,6458302.5,-1088.496338,HORDALAND GP.,Utsira Fm.,12.079332352,1.3346042633,1.4016399384,1.4606434107,1.6265643835,111.99139404,,0.6843881011,41.889217377,134.11499023,-170.1286316,17.5,55.218948364,,-5.420667648,-1.17180562,,,,,65000,2.0
16/7-6,1113.6703999,443865.8125,6458302.5,-1088.648315,HORDALAND GP.,Utsira Fm.,12.078959465,1.3662232161,1.446449995,1.5020321608,1.542126894,108.3952713,,0.7566452026,33.552181244,133.15986633,-170.0287323,17.5,62.660247803,,-5.421041489,-1.161025524,,,,,65000,2.0
16/7-6,1113.8223999,443865.8125,6458302.5,-1088.800293,HORDALAND GP.,Utsira Fm.,12.079719543,1.4031643867,1.4850206375,1.5398139954,1.5129241943,108.11209106,,0.78417027,64.924324036,129.58009338,-169.8791504,17.5,64.394851685,,-5.42028141,-1.146254539,,,,,65000,2.0
16/7-6,1113.9743999,443865.8125,6458302.5,-1088.952271,HORDALAND GP.,Utsira Fm.,12.079954147,1.4268068075,1.499861598,1.5573648214,1.574434638,110.89765167,,0.7613935471,,126.32859039,-169.8479919,17.5,54.70816803,,-5.420045853,-1.145166755,,,,,65000,2.0
16/7-6,1114.1263999,443865.8125,6458302.5,-1089.104248,HORDALAND GP.,Utsira Fm.,12.080269814,1.4405287504,1.5104566813,1.5670548677,1.6712728739,112.92926788,,0.7457098365,,125.85835266,-169.9047394,17.5,39.823791504,,-5.41972971,-1.154461861,,,,,65000,2.0
16/7-6,1114.2783999,443865.8125,6458302.5,-1089.256348,HORDALAND GP.,Utsira Fm.,12.081360817,1.4546197653,1.5282720327,1.5803729296,1.7217960358,112.68595123,,0.7243048549,,126.03702545,-169.8726959,17.5,29.693212509,,-5.41863966,-1.161853313,,,,,65000,2.0
16/7-6,1114.4303999,443865.8125,6458302.5,-1089.408325,HORDALAND GP.,Utsira Fm.,12.081028938,1.4679908752,1.5436629057,1.5906313658,1.7178748846,109.93750763,,0.7009113431,65.606559753,122.64807892,-169.6908417,17.5,24.26480484,,-5.418971062,-1.167818666,,,,,65000,2.0
16/7-6,1114.5823999,443865.8125,6458302.5,-1089.560303,HORDALAND GP.,Utsira Fm.,12.080046654,1.4606778622,1.5304369926,1.5770102739,1.7015036345,108.05885315,,0.6945810318,83.750495911,122.26334381,-169.382843,17.5,19.550130844,,-5.419952869,-1.17686224,,,,,65000,2.0
16/7-6,1114.7343999,443865.8125,6458302.5,-1089.71228,HORDALAND GP.,Utsira Fm.,12.079946518,1.4278497696,1.4939166307,1.5484726429,1.6851477623,106.21736145,,0.6823596358,99.715202332,127.32282257,-169.1677094,17.5,16.145893097,,-5.420053005,-1.181180477,,,,,65000,2.0
16/7-6,1114.8863999,443865.8125,6458302.5,-1089.864258,HORDALAND GP.,Utsira Fm.,12.079267502,1.401493907,1.4787240028,1.5432544947,1.6630269289,103.54842377,,0.677788198,68.269538879,135.25054932,-169.0342102,17.5,15.40662384,,-5.420732975,-1.176105022,,,,,65000,2.0
16/7-6,1115.0383999,443865.8125,6458302.5,-1090.016357,HORDALAND GP.,Utsira Fm.,12.077545166,1.4021753073,1.4941958189,1.566316843,1.6558160782,103.59718323,,0.6813974977,40.548965454,138.51794434,-168.8816986,17.5,16.326387405,,-5.422454357,-1.169548512,,,,,65000,2.0
16/7-6,1115.1903999,443865.8125,6458302.5,-1090.168335,HORDALAND GP.,Utsira Fm.,12.079006195,1.4138308764,1.5083143711,1.5890924931,1.664535284,105.60322571,,0.680091083,39.13702774,135.28700256,-168.7246246,17.5,17.791545868,,-5.420992851,-1.163704634,,,,,65000,2.0
16/7-6,1115.3423999,443865.8125,6458302.5,-1090.320313,HORDALAND GP.,Utsira Fm.,12.08296299,1.4262801409,1.5229551792,1.6112525463,1.6724051237,106.78077698,,0.698428452,46.913322449,130.79573059,-168.6307068,17.5,19.355621338,,-5.417037487,-1.159008265,,,,,65000,2.0
16/7-6,1115.4943999,443865.8125,6458302.5,-1090.47229,HORDALAND GP.,Utsira Fm.,12.087085724,1.4490154982,1.5585950613,1.6361113787,1.6721559763,106.55158234,,0.7167519927,68.098014832,131.25300598,-168.5342255,17.5,20.362112045,,-5.412915707,-1.157744884,,,,,65000,2.0
16/7-6,1115.6463999,443865.8125,6458302.5,-1090.624268,HORDALAND GP.,Utsira Fm.,12.090682983,1.4645193815,1.5790868998,1.6100486517,1.6673411131,103.57617188,,0.7217940092,42.218486786,136.20367432,-168.4433289,17.5,20.320819855,,-5.40931797,-1.155205965,,,,,65000,2.0
16/7-6,1115.7983999,443865.8125,6458302.5,-1090.776245,HORDALAND GP.,Utsira Fm.,12.090878487,1.4363451004,1.5303453207,1.4911499023,1.6682683229,96.365898132,,0.7053549886,39.700565338,137.3032074,-168.4075165,17.5,20.835054398,,-5.409121513,-1.148984909,,,,,65000,2.0
16/7-6,1115.9503999,443865.8125,6458302.5,-1090.928345,HORDALAND GP.,Utsira Fm.,12.090407372,1.3068488836,1.3503832817,1.2715376616,1.680475235,86.346832275,,0.6795033216,33.978424072,135.86309814,-168.2875214,17.5,25.317983627,,-5.409592628,-1.146340132,,,,,65000,2.0
16/7-6,1116.1023999,443865.8125,6458302.5,-1091.080322,HORDALAND GP.,Utsira Fm.,12.090446472,1.0182687044,1.0302292109,0.9887851477,1.6988255978,78.73374176,,0.6633579731,45.244468689,131.36470032,-168.1636658,17.5,33.740020752,,-5.409554958,-1.141622543,,,,,65000,2.0
16/7-6,1116.2543999,443865.8125,6458302.5,-1091.2323,HORDALAND GP.,Utsira Fm.,12.090454102,0.7165449262,0.8453657031,0.9262927175,1.7078496218,78.899108887,,0.6337819099,36.030040741,129.30117798,-168.0090942,17.5,40.057247162,,-5.409547806,-1.128328443,,,,,65000,2.0
16/7-6,1116.4063999,443865.8125,6458302.5,-1091.384277,HORDALAND GP.,Utsira Fm.,12.091201782,0.661370039,1.0884332657,1.3312567472,1.710256815,83.637268066,,0.6226592064,49.034629822,131.85914612,-167.7952423,17.5,42.446117401,,-5.408799171,-1.119313121,,,,,65000,2.0
16/7-6,1116.5583999,443865.8125,6458302.5,-1091.536255,HORDALAND GP.,Utsira Fm.,12.091799736,0.8642486334,1.4766772985,1.8243477345,1.7206782103,86.056732178,,0.6268800497,,137.51757813,-167.5479889,17.5,42.581542969,,-5.408200741,-1.114658356,,,,,65000,2.0
16/7-6,1116.7103999,443865.8125,6458302.5,-1091.688354,HORDALAND GP.,Utsira Fm.,12.091107368,1.1326168776,1.597258687,1.9656908512,1.7242352962,87.498207092,,0.6287344098,,142.90834045,-167.2983704,17.5,37.776145935,,-5.408893108,-1.110006809,,,,,65000,2.0
16/7-6,1116.8623999,443865.8125,6458302.5,-1091.840332,HORDALAND GP.,Utsira Fm.,12.090842247,1.3297729492,1.5245634317,1.8870359659,1.7200952768,90.428779602,,0.6387330294,,143.14097595,-167.1072388,17.5,29.709543228,,-5.409158707,-1.111449599,,,,,65000,2.0
16/7-6,1117.0143999,443865.8125,6458302.5,-1091.99231,HORDALAND GP.,Utsira Fm.,12.091450691,1.4332296848,1.453994751,1.7977628708,1.7182425261,90.390441895,,0.6563624144,66.952735901,140.49960327,-166.9489441,17.5,26.736385345,,-5.408549309,-1.114514828,,,,,65000,2.0
16/7-6,1117.1663999,443865.8125,6458302.5,-1092.144287,HORDALAND GP.,Utsira Fm.,12.090325356,1.4707380533,1.4437146187,1.7022140026,1.7188296318,86.353981018,,0.6687532067,25.465242386,137.987854,-166.8506927,17.5,29.264457703,,-5.409674168,-1.116850495,,,,,65000,2.0
16/7-6,1117.3183999,443865.8125,6458302.5,-1092.296265,HORDALAND GP.,Utsira Fm.,12.089830399,1.4651180506,1.4766036272,1.5871722698,1.7272385359,84.213928223,,0.650141418,31.361188889,136.50137329,-166.7579041,17.5,30.823669434,,-5.410169125,-1.131624103,,,,,65000,2.0
16/7-6,1117.4703999,443865.8125,6458302.5,-1092.448364,HORDALAND GP.,Utsira Fm.,12.091031075,1.4330853224,1.4931862354,1.5013118982,1.7328491211,86.06187439,,0.6297764182,74.064750671,136.20187378,-166.6071167,17.5,30.052341461,,-5.408968925,-1.150347352,,,,,65000,2.0
16/7-6,1117.6223999,443865.8125,6458302.5,-1092.600342,HORDALAND GP.,Utsira Fm.,12.091263771,1.3961848021,1.4802722931,1.4791194201,1.7143691778,88.866493225,,0.6229044795,155.80412292,137.79321289,-166.5063477,17.5,29.483919144,,-5.408735752,-1.156969547,,,,,65000,2.0
16/7-6,1117.7743999,443865.8125,6458302.5,-1092.752319,HORDALAND GP.,Utsira Fm.,12.091091156,1.3574939966,1.4455265999,1.4733309746,1.6872457266,88.819015503,,0.6320419908,89.952934265,139.79292297,-166.4720612,17.5,30.140209198,,-5.408908367,-1.159447432,,,,,65000,2.0
16/7-6,1117.9263999,443865.8125,6458302.5,-1092.904297,HORDALAND GP.,Utsira Fm.,12.090634346,1.3143074512,1.3964515924,1.4497559071,1.6852475405,86.194107056,,0.6496837139,32.857486725,142.60319519,-166.467392,17.5,31.363740921,,-5.409365177,-1.160600543,,,,,65000,2.0
16/7-6,1118.0783999,443865.8125,6458302.5,-1093.056274,HORDALAND GP.,Utsira Fm.,12.090325356,1.2874094248,1.3675495386,1.4331454039,1.6986963749,84.967102051,,0.6436550617,29.432561874,142.1307373,-166.4702454,17.5,35.84985733,,-5.409675121,-1.163739443,,,,,65000,2.0
16/7-6,1118.2303999,443865.8125,6458302.5,-1093.208252,HORDALAND GP.,Utsira Fm.,12.091317177,1.284419179,1.3617715836,1.426550746,1.7133581638,84.382133484,,0.623257041,38.845664978,140.581604,-166.3022614,17.5,47.896354675,,-5.4086833,-1.174483418,,,,,65000,2.0
16/7-6,1118.3823999,443865.8125,6458302.5,-1093.360229,HORDALAND GP.,Utsira Fm.,12.091947556,1.2806710005,1.3507672548,1.4094228745,1.7151178122,82.430366516,,0.6319747567,,140.30809021,-166.1631012,17.5,58.939476013,,-5.408053398,-1.181356788,,,,,65000,2.0
16/7-6,1118.5343999,443865.8125,6458302.5,-1093.512207,HORDALAND GP.,Utsira Fm.,12.091488838,1.2669247389,1.3336389065,1.3882426023,1.6965916157,81.659942627,,0.6733413935,,140.74650574,-166.1582336,17.5,57.178756714,,-5.408510685,-1.180663228,,,,,65000,2.0
16/7-6,1118.6863999,443865.8125,6458302.5,-1093.664185,HORDALAND GP.,Utsira Fm.,12.09011364,1.2575678825,1.3212959766,1.3758813143,1.6751540899,82.083366394,,0.7218471169,106.64365387,142.18673706,-166.1272125,17.5,48.139633179,,-5.409885406,-1.180956364,,,,,65000,2.0
16/7-6,1118.8383999,443865.8125,6458302.5,-1093.816162,HORDALAND GP.,Utsira Fm.,12.091358185,1.2559924126,1.3138290644,1.3703399897,1.6636531353,81.613861084,,0.7365978956,99.34539032,141.93417358,-166.098175,17.5,43.036891937,,-5.408641338,-1.175286889,,,,,65000,2.0
16/7-6,1118.9903999,443865.8125,6458302.5,-1093.96814,HORDALAND GP.,Utsira Fm.,12.09568119,1.2558259964,1.3108456135,1.3706005812,1.6682605743,80.623153687,,0.6880968213,35.692394257,140.00830078,-166.0647278,17.5,44.054275513,,-5.40431881,-1.163451076,,,,,65000,2.0
16/7-6,1119.1423999,443865.8125,6458302.5,-1094.120239,HORDALAND GP.,Utsira Fm.,12.097165108,1.2579064369,1.316575408,1.379001379,1.6896549463,79.324775696,,0.6515949965,33.525558472,138.23379517,-166.0359955,17.5,47.909023285,,-5.402836323,-1.160655022,,,,,65000,2.0
16/7-6,1119.2943999,443865.8125,6458302.5,-1094.272217,HORDALAND GP.,Utsira Fm.,12.096038818,1.2665759325,1.3315224648,1.3908829689,1.7147920132,77.857154846,,0.6351594329,32.648986816,140.11474609,-166.0022583,17.5,52.811397552,,-5.403961182,-1.158343434,,,,,65000,2.0
16/7-6,1119.4463999,443865.8125,6458302.5,-1094.424194,HORDALAND GP.,Utsira Fm.,12.095913887,1.2756162882,1.3397362232,1.3922557831,1.72050488,76.574768066,,0.6174070239,40.641773224,142.71574402,-165.9737549,17.5,56.853160858,,-5.404085636,-1.14560318,,,,,65000,2.0
16/7-6,1119.5983999,443865.8125,6458302.5,-1094.576172,HORDALAND GP.,Utsira Fm.,12.096255302,1.269405365,1.3223176003,1.3719078302,1.7109829187,77.805274963,,0.6180365086,34.582370758,143.8013916,-165.9658051,17.5,56.650608063,,-5.403744221,-1.128422737,,,,,65000,2.0
16/7-6,1119.7503999,443865.8125,6458302.5,-1094.728149,HORDALAND GP.,Utsira Fm.,12.099924088,1.2428666353,1.286716342,1.3379797935,1.714187026,82.138198853,,0.6235020757,24.18977356,144.69636536,-165.9977722,17.5,49.990097046,,-5.400075912,-1.105453968,,,,,65000,2.0
16/7-6,1119.9023999,443865.8125,6458302.5,-1094.880127,HORDALAND GP.,Utsira Fm.,12.109408379,1.2097338438,1.2574424744,1.3103075027,1.731615901,84.825424194,,0.629347086,36.250682831,144.06056213,-165.9742432,17.5,38.517410278,,-5.390593529,-1.089400649,,,,,65000,2.0
16/7-6,1120.0543999,443865.8125,6458302.5,-1095.032227,HORDALAND GP.,Utsira Fm.,12.110107422,1.1862206459,1.2422140837,1.2971684933,1.764362216,82.468086243,,0.6443237662,52.766029358,143.85800171,-165.9654541,17.5,30.677030563,,-5.389894009,-1.091694832,,,,,65000,2.0
16/7-6,1120.2063999,443865.8125,6458302.5,-1095.184204,HORDALAND GP.,Utsira Fm.,12.100367546,1.1787610054,1.2366458178,1.2959370613,1.779940486,78.413368225,,0.658198297,88.236274719,143.287323,-165.9723053,17.5,36.696731567,,-5.399631977,-1.099085569,,,,,65000,2.0
16/7-6,1120.3583999,443865.8125,6458302.5,-1095.336182,HORDALAND GP.,Utsira Fm.,12.096007347,1.1865420341,1.242808938,1.3040719032,1.7624579668,75.404273987,,0.6661407351,42.078708649,140.35824585,-165.9651642,17.5,56.315891266,,-5.403992653,-1.107108116,,,,,65000,2.0
16/7-6,1120.5103999,443865.8125,6458302.5,-1095.488159,HORDALAND GP.,Utsira Fm.,12.095487595,1.2030199766,1.2584615946,1.3163506985,1.7420850992,71.812278748,,0.6729757786,24.337377548,139.06471252,-165.97258,17.5,69.396820068,,-5.404511929,-1.115291238,,,,,65000,2.0
16/7-6,1120.6623999,443865.8125,6458302.5,-1095.640137,HORDALAND GP.,Utsira Fm.,12.096727371,1.2176076174,1.2724937201,1.3256105185,1.7234299183,68.932785034,,0.6974416375,28.805194855,140.11166382,-165.9648743,17.5,59.64691925,,-5.403272629,-1.127369523,,,,,65000,2.0
16/7-6,1120.8143999,443865.8125,6458302.5,-1095.792236,HORDALAND GP.,Utsira Fm.,12.096425056,1.2228008509,1.2761250734,1.3260202408,1.7120263577,68.420372009,,0.7141694427,,140.28797913,-165.9977417,17.5,48.280056,,-5.403574944,-1.132959843,,,,,65000,2.0
16/7-6,1120.9663999,443865.8125,6458302.5,-1095.944214,HORDALAND GP.,Utsira Fm.,12.095038414,1.2191045284,1.2687188387,1.3165272474,1.6944931746,70.179992676,,0.681304574,,141.02351379,-166.0494537,17.5,55.887580872,,-5.404961586,-1.139260173,,,,,65000,2.0
16/7-6,1121.1183999,443865.8125,6458302.5,-1096.096191,HORDALAND GP.,Utsira Fm.,12.095835686,1.2099407911,1.2563802004,1.3046399355,1.6883157492,72.104927063,,0.6488853693,154.38215637,141.92282104,-166.0957336,17.5,72.593559265,,-5.404164314,-1.14395237,,,,,65000,2.0
16/7-6,1121.2703999,443865.8125,6458302.5,-1096.248169,HORDALAND GP.,Utsira Fm.,12.09784317,1.1997872591,1.2457542419,1.2985494137,1.6860245466,72.853965759,,0.6406840086,117.0295105,142.14831543,-166.0648804,17.5,82.93422699,,-5.402156353,-1.147184372,,,,,65000,2.0
16/7-6,1121.4223999,443865.8125,6458302.5,-1096.400146,HORDALAND GP.,Utsira Fm.,12.103108406,1.1927778721,1.2387707233,1.2988684177,1.6873238087,72.422592163,,0.6681386232,78.433944702,143.00149536,-166.0868073,17.5,80.004951477,,-5.396892071,-1.149982095,,,,,65000,2.0
16/7-6,1121.5743999,443865.8125,6458302.5,-1096.552124,HORDALAND GP.,Utsira Fm.,12.106882095,1.1919703484,1.2389469147,1.3056585789,1.6845059395,71.287513733,,0.6726137996,90.187255859,143.76646423,-166.0985565,17.5,66.112930298,,-5.393117428,-1.15172267,,,,,65000,2.0
16/7-6,1121.7263999,443865.8125,6458302.5,-1096.704224,HORDALAND GP.,Utsira Fm.,12.106368065,1.2005952597,1.2532001734,1.3209850788,1.6761072874,69.892311096,,0.665517211,42.94083786,143.00442505,-166.0649109,17.5,52.669395447,,-5.393631458,-1.146894693,,,,,65000,2.0
16/7-6,1121.8783999,443865.8125,6458302.5,-1096.856201,HORDALAND GP.,Utsira Fm.,12.106208801,1.2173246145,1.2778629065,1.3403337002,1.6768069267,68.327064514,,0.6799497604,38.568317413,141.813797,-166.1100922,17.5,49.650417328,,-5.393790722,-1.141793132,,,,,65000,2.0
16/7-6,1122.0303999,443865.8125,6458302.5,-1097.008179,HORDALAND GP.,Utsira Fm.,12.10568428,1.2361232042,1.298363924,1.3543680906,1.6900002956,66.892608643,,0.6954407692,29.814012527,140.86123657,-166.1590424,17.5,53.976360321,,-5.394314766,-1.147968769,,,,,65000,2.0
16/7-6,1122.1823999,443865.8125,6458302.5,-1097.160156,HORDALAND GP.,Utsira Fm.,12.107283592,1.2516977787,1.3068199158,1.3598190546,1.7075242996,65.583106995,,0.7223735452,28.149145126,141.10644531,-166.1273956,17.5,54.818164825,,-5.392716885,-1.150506496,,,,,65000,2.0
16/7-6,1122.3343999,443865.8125,6458302.5,-1097.312134,HORDALAND GP.,Utsira Fm.,12.108320236,1.255408287,1.3016130924,1.3545920849,1.7064683437,64.917732239,,0.7652772665,32.452198029,141.53961182,-166.125,17.5,48.272586823,,-5.39167881,-1.14610064,,,,,65000,2.0
16/7-6,1122.4863999,443865.8125,6458302.5,-1097.464233,HORDALAND GP.,Utsira Fm.,12.107265472,1.2408853769,1.2864193916,1.340849638,1.7097995281,66.066108704,,0.7730920911,44.478004456,139.77218628,-166.1250458,17.5,40.21257019,,-5.392733574,-1.148151755,,,,,65000,2.0
16/7-6,1122.6383999,443865.8125,6458302.5,-1097.616211,HORDALAND GP.,Utsira Fm.,12.106654167,1.224085927,1.2778657675,1.3350082636,1.7246570587,68.884414673,,0.7351225615,55.165977478,137.73370361,-166.148056,17.5,34.074142456,,-5.393345833,-1.151608229,,,,,65000,2.0
16/7-6,1122.7903999,443865.8125,6458302.5,-1097.768188,HORDALAND GP.,Utsira Fm.,12.107510567,1.2210869789,1.2808802128,1.3396633863,1.7306908369,71.702972412,,0.7236923575,48.921833038,138.07188416,-166.1163788,17.5,28.644407272,,-5.392487049,-1.152448416,,,,,65000,2.0
16/7-6,1122.9423999,443865.8125,6458302.5,-1097.920166,HORDALAND GP.,Utsira Fm.,12.108114243,1.2229338884,1.2822568417,1.3409739733,1.7291039228,72.354156494,,0.7453218699,44.7110672,138.78015137,-166.0073395,17.5,26.006175995,,-5.39188385,-1.151324391,,,,,65000,2.0
16/7-6,1123.0943999,443865.8125,6458302.5,-1098.072144,HORDALAND GP.,Utsira Fm.,12.107643127,1.2228175402,1.2823450565,1.3409365416,1.7176507711,70.722396851,,0.769376874,52.859092712,140.69042969,-166.0225677,17.5,26.826688766,,-5.392355919,-1.149637938,,,,,65000,2.0
16/7-6,1123.2463999,443865.8125,6458302.5,-1098.224243,HORDALAND GP.,Utsira Fm.,12.107097626,1.2276302576,1.2910006046,1.3477600813,1.7172808647,68.778381348,,0.7689126134,38.013206482,142.2651825,-166.0376282,17.5,29.15486145,,-5.392901897,-1.135251403,,,,,65000,2.0
16/7-6,1123.3983999,443865.8125,6458302.5,-1098.376221,HORDALAND GP.,Utsira Fm.,12.107786179,1.2372207642,1.3015606403,1.3552484512,1.7241305113,68.108146667,,0.749001205,43.887378693,143.70118713,-165.9802246,17.5,31.853881836,,-5.392213821,-1.126862526,,,,,65000,2.0
16/7-6,1123.5503999,443865.8125,6458302.5,-1098.528198,HORDALAND GP.,Utsira Fm.,12.108280182,1.2432152033,1.3035047054,1.3558558226,1.7438178062,68.723625183,,0.7468072176,33.478904724,143.88816833,-165.9841919,17.5,35.407806396,,-5.391720295,-1.146474719,,,,,65000,2.0
16/7-6,1123.7023999,443865.8125,6458302.5,-1098.680176,HORDALAND GP.,Utsira Fm.,12.111574173,1.244461894,1.3035007715,1.3564008474,1.765221715,68.690589905,,0.7345007062,31.831167221,142.21765137,-166.0355682,17.5,43.476917267,,-5.388425827,-1.166116714,,,,,65000,2.0
16/7-6,1123.8543999,443865.8125,6458302.5,-1098.832153,HORDALAND GP.,Utsira Fm.,12.122199059,1.2470009327,1.3090318441,1.3615009785,1.7930346727,66.589317322,,0.7521668077,19.749544144,141.22689819,-166.0243073,17.5,55.06162262,,-5.377800941,-1.184417129,,,,,65000,2.0
16/7-6,1124.0063999,443865.8125,6458302.5,-1098.984131,HORDALAND GP.,Utsira Fm.,12.132958412,1.2474067211,1.3091205359,1.359134078,1.8484998941,63.068408966,,0.7480171323,23.749477386,141.45393372,-166.0599823,17.5,55.581539154,,-5.367041111,-1.254853368,,,,,65000,2.0
16/7-6,1124.1583999,443865.8125,6458302.5,-1099.13623,HORDALAND GP.,Utsira Fm.,12.128126144,1.2356718779,1.2925189734,1.3423429728,1.9331902266,60.484153748,,0.7171958089,51.030525208,145.49763489,-166.1054993,17.5,40.808368683,,-5.343846798,-1.303720355,,,,,65000,2.0
16/7-6,1124.3103999,443865.8125,6458302.5,-1099.288208,HORDALAND GP.,Utsira Fm.,12.11978054,1.2163962126,1.2732067108,1.3270225525,1.94620049,60.646556854,,0.6924955845,,146.86825562,-166.2251129,17.5,27.194293976,,-5.294439316,-1.252756834,,,,,65000,2.0
