WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,FORCE_2020_LITHOFACIES_LITHOLOGY,FORCE_2020_LITHOFACIES_CONFIDENCE
17/4-1,1158.9507926,515574.4375,6495507.0,-1131.950806,ROGALAND GP.,Vaale Fm.,18.737129211,,0.8030560613,0.5458348989,2.020927906,48.774841309,,,,164.98757935,29.363574982,,1.3061984777,,,0.0029513324,,,,,65000,1.0
17/4-1,1159.1027926,515574.4375,6495507.0,-1132.102783,ROGALAND GP.,Vaale Fm.,18.675935745,,0.8109474182,0.5395849943,2.0251903534,50.043334961,,,,163.40371704,29.450557709,,1.3072403669,,,0.0035650888,,,,,65000,1.0
17/4-1,1159.2547926,515574.4375,6495507.0,-1132.254761,ROGALAND GP.,Vaale Fm.,18.71462822,,0.826208353,0.5333684087,2.0309813023,50.958950043,,,,162.09970093,29.477880478,,1.6045212746,,,0.0044809761,,,,,65000,1.0
17/4-1,1159.4067926,515574.4375,6495507.0,-1132.406738,ROGALAND GP.,Vaale Fm.,18.776266098,,0.8339500427,0.5280582309,2.0314223766,50.992946625,,,,160.35293579,29.517166138,,1.8442378044,,,0.0024508536,,,,,65000,1.0
17/4-1,1159.5587926,515574.4375,6495507.0,-1132.558838,ROGALAND GP.,Vaale Fm.,18.934656143,,0.8399986029,0.5258333087,2.0283002853,51.075725555,,,,159.318573,29.569299698,,1.8473824263,,,0.001,,,,,65000,1.0
17/4-1,1159.7107926,515574.4375,6495507.0,-1132.710815,ROGALAND GP.,Vaale Fm.,19.262758255,,0.8428364396,0.5259330869,2.0309736729,51.059261322,,,,158.7645874,29.683048248,,1.8470785618,,,0.0004889319,,,,,65000,1.0
17/4-1,1159.8627926,515574.4375,6495507.0,-1132.862793,ROGALAND GP.,Vaale Fm.,19.635896683,,0.8417395353,0.5246891379,2.0398218632,50.28660202,,,,159.18356323,29.708805084,,1.8467744589,,,-0.001525213,,,,,65000,1.0
17/4-1,1160.0147926,515574.4375,6495507.0,-1133.014771,ROGALAND GP.,Vaale Fm.,19.720197678,,0.8401219845,0.5192357302,2.0464034081,50.104949951,,,,161.16200256,29.456741333,,2.002913475,,,-0.003505754,,,,,65000,1.0
17/4-1,1160.1667926,515574.4375,6495507.0,-1133.166748,ROGALAND GP.,Vaale Fm.,19.621587753,,0.8385901451,0.511726737,2.0456113815,49.801643372,,,,162.963974,29.115972519,,2.9508562088,,,-0.002490717,,,,,65000,1.0
17/4-1,1160.3187926,515574.4375,6495507.0,-1133.318848,ROGALAND GP.,Vaale Fm.,19.6085186,,0.8415352702,0.5103992224,2.0315344334,48.770545959,,,,163.63815308,28.809064865,,2.9742436409,,,-0.00049956,,,,,65000,1.0
17/4-1,1160.4707926,515574.4375,6495507.0,-1133.470825,ROGALAND GP.,Vaale Fm.,19.607450485,,0.8522393703,0.5179099441,2.0102117062,47.675132751,,,,164.42852783,28.389692307,,2.9738583565,,,-0.000996367,,,,,65000,1.0
17/4-1,1160.6227926,515574.4375,6495507.0,-1133.622803,ROGALAND GP.,Vaale Fm.,19.591817856,,0.873352468,0.5311283469,1.9964073896,46.499046326,,,,165.29527283,28.308647156,,2.9734315872,,,-0.002,,,,,65000,1.0
17/4-1,1160.7747926,515574.4375,6495507.0,-1133.77478,ROGALAND GP.,Vaale Fm.,19.597644806,,0.904049933,0.5612494349,1.9996473789,45.316867828,,,,166.62680054,28.653579712,,2.9730503559,,,-0.001014261,,,,,65000,1.0
17/4-1,1160.9267926,515574.4375,6495507.0,-1133.926758,ROGALAND GP.,Vaale Fm.,19.658002853,,0.9449595213,0.6143880486,2.0149285793,44.211116791,,,,166.76005554,28.937067032,,2.9726464748,,,0.0009804404,,,,,65000,1.0
17/4-1,1161.0787926,515574.4375,6495507.0,-1134.078735,ROGALAND GP.,Vaale Fm.,19.867645264,,0.9959475398,0.7055240273,2.0334677696,41.968753815,,,,162.37098694,29.069814682,,2.9582386017,,,0.0024875554,,,,,65000,1.0
17/4-1,1161.2307926,515574.4375,6495507.0,-1134.230835,ROGALAND GP.,Vaale Fm.,20.2735672,,1.0546427965,0.8190970421,2.0627424717,38.190956116,,,,155.31344604,29.179075241,,1.8469480276,,,0.0020301794,,,,,65000,1.0
17/4-1,1161.3827926,515574.4375,6495507.0,-1134.382813,ROGALAND GP.,Vaale Fm.,20.721946716,,1.1214034557,0.9378871322,2.1027245522,33.412635803,,,,149.4375,29.375011444,,1.8564600945,,,0.001,,,,,65000,1.0
17/4-1,1161.5347926,515574.4375,6495507.0,-1134.53479,ROGALAND GP.,Vaale Fm.,20.970027924,,1.1821964979,1.0648183823,2.14813447,28.352315903,,,,145.94708252,29.636075974,,1.8711714745,,,0.0005203995,,,,,65000,1.0
17/4-1,1161.6867926,515574.4375,6495507.0,-1134.686768,ROGALAND GP.,Vaale Fm.,20.96585083,,1.2274039984,1.1860296726,2.1958785057,25.261688232,,,,136.2151947,29.988098145,,1.8945829868,,,-0.000476927,,,,,65000,1.0
17/4-1,1161.8387926,515574.4375,6495507.0,-1134.838745,ROGALAND GP.,Vaale Fm.,20.904127121,,1.2625725269,1.2773983479,2.2332212925,23.285627365,,,,125.15144348,30.173196793,,1.8626996279,,,-0.001474291,,,,,65000,1.0
17/4-1,1161.9907926,515574.4375,6495507.0,-1134.990845,ROGALAND GP.,Vaale Fm.,20.904657364,,1.2872462273,1.3348922729,2.2569813728,22.503475189,,,,121.07585907,29.884313583,,1.3954409361,,,-0.002,,,,,65000,1.0
17/4-1,1162.1427926,515574.4375,6495507.0,-1135.142822,ROGALAND GP.,Vaale Fm.,20.961509705,,1.2983683348,1.3815265894,2.2718195915,22.971252441,,,,119.11663818,29.520198822,,1.2196428776,,,-0.002,,,,,65000,1.0
17/4-1,1162.2947926,515574.4375,6495507.0,-1135.2948,ROGALAND GP.,Vaale Fm.,21.026313782,,1.3010998964,1.3932133913,2.2762424946,23.741357803,,,,118.69553375,29.488788605,,1.1941103935,,,-0.003398897,,,,,65000,1.0
17/4-1,1162.4467926,515574.4375,6495507.0,-1135.446777,ROGALAND GP.,Vaale Fm.,20.989315033,,1.2998453379,1.3803781271,2.2693841457,23.948440552,,,,120.25934601,29.675439835,,1.1939064264,,,-0.006392127,,,,,80000,1.0
17/4-1,1162.5987926,515574.4375,6495507.0,-1135.598755,ROGALAND GP.,Vaale Fm.,20.898237228,,1.3007438183,1.3675789833,2.2539281845,23.789117813,,,,123.17481232,29.793066025,,1.1936023235,,,-0.009845666,,,,,80000,1.0
17/4-1,1162.7507926,515574.4375,6495507.0,-1135.750732,ROGALAND GP.,Vaale Fm.,20.880342484,,1.3071483374,1.3547388315,2.2386116982,22.815113068,,,,125.18826294,29.639680862,,1.1932984591,,,-0.012458729,,,,,80000,1.0
17/4-1,1162.9027926,515574.4375,6495507.0,-1135.902832,ROGALAND GP.,Vaale Fm.,20.849538803,,1.3167771101,1.3451695442,2.2314538956,22.355381012,,,,125.14508057,29.388685226,,1.1929973364,,,-0.011631681,,,,,80000,1.0
17/4-1,1163.0547926,515574.4375,6495507.0,-1136.05481,SHETLAND GP.,Tor Fm.,20.656114578,,1.3286476135,1.3443273306,2.2394583225,22.105327606,,,,125.09973145,29.148736954,,1.1927903891,,,-0.008186343,,,,,80000,1.0
17/4-1,1163.2067926,515574.4375,6495507.0,-1136.206787,SHETLAND GP.,Tor Fm.,20.411363602,,1.3395415545,1.3515027761,2.2614438534,21.416160583,,,,129.23197937,28.939800262,,1.2293226719,,,-0.005098407,,,,,80000,1.0
17/4-1,1163.3587926,515574.4375,6495507.0,-1136.358765,SHETLAND GP.,Tor Fm.,20.224569321,,1.3460282087,1.3856319189,2.2831463814,20.572767258,,,,129.73007202,28.924171448,,1.7344822884,,,-0.001311399,,,,,80000,1.0
17/4-1,1163.5107926,515574.4375,6495507.0,-1136.510742,SHETLAND GP.,Tor Fm.,20.048835754,,1.3456114531,1.4318745136,2.2928440571,19.916059494,,,,128.40460205,29.105690002,,1.7342784405,,,0.0024454868,,,,,80000,1.0
17/4-1,1163.6627926,515574.4375,6495507.0,-1136.662842,SHETLAND GP.,Tor Fm.,19.873506546,,1.3391278982,1.4488196373,2.2895951271,19.033460617,,,,127.51250458,29.4061203,,1.7339743376,,,0.0016716418,,,,,80000,1.0
